location,area,price,price_currency,status,new/resale,price_negotiable,description,security_deposit,facing,furnished,age of property,Lift(s),Full Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens,locality_score,Car Parking,city,property_type,price_per_sqft,amenity_count
Maval,2300.0,20000000.0,INR,0.0,1.0,0.0,"A spacious 3 bhk villa is available for sale in Puraniks Builders Sayama Phase 3, Maval, Pune. It has a salable area of 2300 sqft and is available at a price of Rs. 8,695 per sqft. It has gated community as well as gymnasium. The project also has children's play area, swimming pool, club house and swimming pool. Its main door is facing west direction. This residential complex is under-construction as of now. The expected completion date is 01/12/2022. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,1,0,5.3,1.0,Pune,Villa,8695.65,7
Maval,3350.0,23500000.0,INR,0.0,1.0,0.0,"A 4 bhk property is available for sale in Puraniks Builders Sayama Phase 3, Maval, Pune. It has an area of 3350 sqft . The property is available at a price of Rs. 2.35 cr . It is an unfurnished property. It is west facing property. This residential complex is under-construction as of now. The expected completion date is 01/12/2022. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,1,0,5.3,1.0,Pune,Villa,7014.93,7
Maval,3250.0,23000000.0,INR,0.0,1.0,0.0,"Well designed 4 bhk villa is available at a prime location in Puraniks Builders Sayama Phase 3. It has an area of 3250 sqft . The property is available at a price of Rs. 2.30 cr . The house is unfurnished. It has swimming pool as well as children's play area. The project also has swimming pool, club house, gymnasium and gated community. Its main door is facing west direction. It is an under-construction property and is expected to get completed by 01/12/2022. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact for more details. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,1,0,5.3,1.0,Pune,Villa,7076.92,7
Maval,2400.0,20500000.0,INR,0.0,1.0,0.0,"It’s a 3 bhk villa situated in Puraniks Builders Sayama Phase 3, Maval, Pune. It has a built-up area of 2400 sqft and is priced at Rs. 2.05 cr . The house is unfurnished. Its main door is facing west direction. This residential complex is under-construction as of now. The expected completion date is 01/12/2022. It is made in way to provide a comfortable living for the residents. The site is in close proximity to various civic utilities. Kindly call us for details. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,1,0,5.3,1.0,Pune,Villa,8541.67,7
Khandala,3550.0,35500000.0,INR,1.0,1.0,0.0,"A 4 bhk property is available for sale in Khandala, Pune. It has a built-up area of 3550 sqft and is priced at Rs. 3.55 cr . The house is unfurnished. It is west facing property. It is a 4 year old ready-to-move-in property. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. If you are interested, please contact us for more details. ",1.0,West,0.0,4,1,1,0,1,1,1,1,1,0,0,9.1,0.0,Pune,Villa,10000.0,7
Maval,3700.0,26500000.0,INR,0.0,1.0,0.0,"It’s a 4 bhk villa situated in Mont Vert Homes Cresta, Maval. It has an area of 3700 sqft . The property is available at a price of Rs. 2.65 cr . It is an unfurnished property. It has club house as well as intercom. The project also has sports facility, gymnasium, cctv, power backup, swimming pool, gated community, community hall and children's play area. Its main door is facing west direction. This residential complex is under-construction as of now. . It is situated in the proximity of all the important facilities. ",1.0,West,0.0,0,0,1,1,1,1,1,1,1,1,1,5.3,1.0,Pune,Villa,7162.16,9
Khandala,3700.0,37000000.0,INR,1.0,1.0,0.0,"It has a salable area of 3700 sqft and is available at a price of Rs. 10,000 per sqft. It is an unfurnished property. It is facing west direction. This residential property is ready-to-move-in. The site is in close proximity to various civic utilities. ",1.0,West,0.0,4,1,1,0,1,1,1,1,1,0,0,9.1,0.0,Pune,Villa,10000.0,7
Maval,3250.0,28500000.0,INR,0.0,1.0,0.0,"This spacious 3 bhk villa is available for sale and is located in Goodwill Developers Abode, one of the most prestigious projects of Maval. It has a built-up area of 3250 sqft and is priced at Rs. 2.85 cr . The house is unfurnished. It has cctv. Other amenities include power backup, children's play area, swimming pool, gymnasium, swimming pool and club house. It is facing west direction. It is an under-construction property and is expected to get completed by 01/06/2024. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,1,1,5.3,1.0,Pune,Villa,8769.23,8
Maval,3000.0,27200000.0,INR,Unknown,1.0,0.0,"The house is unfurnished. It has children's play area as well as gymnasium. The project also has cctv, swimming pool, swimming pool, club house and power backup. It is west facing property. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,1,1,5.3,1.0,Pune,Villa,9066.67,8
Maval,3600.0,34900000.0,INR,0.0,1.0,0.0,"A spacious 4 bhk villa is available for sale in Goodwill Developers Abode, Maval, Pune. Its main door is facing west direction. This residential complex is under-construction as of now. The expected completion date is 01/06/2024. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. Please contact us for more details. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,1,1,5.3,1.0,Pune,Villa,9694.44,8
Maval,3100.0,27800000.0,INR,0.0,1.0,0.0,"A 3 bhk property is available for sale in Goodwill Developers Abode, Maval, Pune. It has a built-up area of 3100 sqft and is priced at Rs. 2.78 cr . It is an unfurnished property. It has cctv as well as gymnasium. The project also has club house, power backup, children's play area, swimming pool and swimming pool. It is west facing property. It is an under-construction property and is expected to get completed by 01/06/2024. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,1,1,5.3,1.0,Pune,Villa,8967.74,8
Khandala,3300.0,39300000.0,INR,Unknown,1.0,0.0,"It has a salable area of 3300 sqft and is available at a price of Rs. 11,909 per sqft. It is an unfurnished property. It is an under-construction property . It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. ",1.0,West,0.0,0,0,1,1,1,1,1,1,1,1,0,9.1,0.0,Pune,Villa,11909.09,8
Khandala,3350.0,40000000.0,INR,0.0,1.0,0.0,"It’s a 3 bhk villa situated in Kalpataru Group Amoda Reserve, Khandala, Pune. It has a built-up area of 3350 sqft and is priced at Rs. 4.00 cr . It is facing west direction. It is an under-construction property . It is made in way to provide a comfortable living for the residents. Please contact us for more details. ",1.0,West,0.0,0,0,1,1,1,1,1,1,1,1,0,9.1,0.0,Pune,Villa,11940.3,8
Maval,2700.0,21000000.0,INR,0.0,1.0,0.0,The house is unfurnished. It has gymnasium as well as children's play area. The project also has swimming pool. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. It is made in way to provide a comfortable living. Please contact us for more details. ,1.0,West,0.0,0,0,1,0,1,1,1,1,1,0,0,5.3,0.0,Pune,Villa,7777.78,6
Maval,2547.0,19900000.0,INR,0.0,1.0,0.0,"Well designed 4 bhk villa is available at a prime location in Kiran Realty La Sierra. Its main door is facing west direction. This residential complex is under-construction as of now. The expected completion date is 31/12/2025. It is made in way to provide a comfortable living for the residents. If you are interested, please contact us for more details. ",1.0,West,0.0,0,0,1,0,1,1,1,1,1,0,0,5.3,0.0,Pune,Villa,7813.11,6
Gahunje,2400.0,37500000.0,INR,Unknown,0.0,0.0,"It’s a 4 bhk villa situated in Lodha Group Lodha Belmondo, Gahunje, Pune. It has an area of 2400 sqft with a carpet area of 1800 sqft . The property is available at a price of Rs. 3.75 cr . The house is unfurnished. Its main door is facing east direction. It is a 4 year old ready-to-move-in property. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,East,0.0,4,1,1,1,1,1,1,1,0,1,1,7.4,1.0,Pune,Villa,15625.0,9
Hinjewadi,2850.0,24000000.0,INR,Unknown,0.0,0.0,"This spacious 4 bhk villa is available for sale and is located in Kolte Patil Developers Life Republic Sector R2 2nd Avenue, one of the most prestigious projects of Hinjewadi. The house is furnished. It is facing east direction. It is made in way to provide a comfortable living for the residents. The society is well connected by different modes of transportation. Kindly call us for details. ",1.0,East,1.0,2,0,1,0,1,1,1,1,1,0,0,8.0,0.0,Pune,Villa,8421.05,6
Kothrud,2900.0,25000000.0,INR,Unknown,0.0,0.0,The house is unfurnished. Its main door is facing east direction. It is made in way to provide a comfortable living for the residents. It is well connected to the city areas. Contact us for more details. ,1.0,East,0.0,0,1,1,0,1,1,1,1,1,0,0,9.2,0.0,Pune,Villa,8620.69,7
Nibm Annex Mohammadwadi,2500.0,25000000.0,INR,1.0,0.0,0.0,"A 3 bhk property is available for sale in Purple Properties Cloud 9, NIBM Annex Mohammadwadi, Pune. It has an area of 2500 sqft . The property is available at a price of Rs. 2.50 cr . The house is furnished. The site is in close proximity to various civic utilities. Please contact for more details. ",1.0,Unknown,1.0,15,0,1,1,1,1,1,1,0,1,1,9.1,1.0,Pune,Villa,10000.0,8
Wagholi,3500.0,14000000.0,INR,Unknown,0.0,0.0,"A spacious 3 bhk villa is available for sale in Kolte Patil Developers Ivy Villa, Wagholi, Pune. It has an area of 3500 sqft with a carpet area of 2200 sqft . The property is available at a price of Rs. 1.40 cr . The house is unfurnished. It is facing east direction. It is situated in the proximity of all the important facilities. ",1.0,East,0.0,8,0,1,1,1,1,1,1,1,1,1,8.0,1.0,Pune,Villa,4000.0,9
Pashan,3400.0,80000000.0,INR,Unknown,0.0,0.0,"It’s a 6 bhk villa situated in 9 Abhimanshri, Pashan. It has an area of 3400 sqft with a carpet area of 2800 sqft . The property is available at a price of Rs. 8.00 cr . The house is semi-furnished. It is east facing property. This residential property is ready-to-move-in. The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. It is situated in the proximity of all the important facilities. Please contact us for more details. ",1.0,East,0.0,0,0,1,0,0,0,0,0,0,0,0,8.9,0.0,Pune,Villa,23529.41,1
Kiwale,1850.0,9700000.0,INR,Unknown,1.0,0.0,"A 4 bhk property is available for sale in Kiwale, Pune. It has a salable area of 1850 sqft and is available at a price of Rs. 5,243 per sqft. It is an unfurnished property. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. If you are interested, please contact us for more details. ",1.0,East,0.0,0,1,1,0,1,1,1,1,1,0,0,9.1,0.0,Pune,Villa,5243.24,7
Hinjewadi,3200.0,16500000.0,INR,Unknown,0.0,0.0,,1.0,West,0.0,122,0,0,0,1,0,1,1,1,0,0,8.0,1.0,Pune,Villa,5156.25,4
Gahunje,3000.0,32100000.0,INR,Unknown,1.0,0.0,"It’s a 4 bhk villa situated in Lodha Group Belmondo, Gahunje, Pune. It has an area of 3000 sqft with a carpet area of 2368 sqft . The property is available at a price of Rs. 3.21 cr . It is an unfurnished property. Its main door is facing west direction. It is a 5 year old ready-to-move-in property. It is made in way to provide a comfortable living for the residents. It is situated in the proximity of all the important facilities. Kindly call us for details. ",1.0,West,0.0,4,1,1,1,1,1,1,1,1,1,0,7.4,1.0,Pune,Villa,10700.0,9
Balewadi,1550.0,19000000.0,INR,Unknown,0.0,0.0,"A 3 bhk property is available for sale in Miracle Developers Glory, Balewadi, Pune. It has an area of 1550 sqft with a carpet area of 1300 sqft . The property is available at a price of Rs. 1.90 cr . It is a furnished property. It has 1 tv, 1 refrigerator, 1 sofa and 1 sofa. It also has 1 washing machine, 1 microwave, 1 dining table, 1 gas connection, 1 ac and 1 bed. Its main door is facing east direction. This residential property is ready-to-move-in. It is made in way to provide a comfortable living. It is situated in the proximity of all the important facilities. Contact us for more details. ",1.0,East,1.0,8,1,1,0,1,1,1,1,1,0,0,8.8,0.0,Pune,Villa,12258.06,7
Lohegaon,1500.0,15000000.0,INR,Unknown,1.0,0.0,"It’s a 2 bhk villa situated in Pride Housing World City, Lohegaon, Pune. It is an unfurnished property. Its main door is facing east direction. It is made in way to provide a comfortable living. The site is in close proximity to various civic utilities. Contact us for more details. ",1.0,East,0.0,0,1,1,1,1,1,1,1,1,1,0,8.0,1.0,Pune,Villa,10000.0,9
Lohegaon,2400.0,22000000.0,INR,Unknown,1.0,0.0,"It has an area of 2400 sqft with a carpet area of 1900 sqft . The property is available at a price of Rs. 2.20 cr . The house is semi-furnished. Its main door is facing east direction. This residential complex is under-construction as of now. . The time you'll spend here will become the greatest moment of your life that will also help you to relieve, relax & evoke a great sense of happiness. The society is well connected by different modes of transportation. ",1.0,East,0.0,0,1,1,1,1,1,1,1,1,1,0,8.0,1.0,Pune,Villa,9166.67,9
Kothrud,1400.0,22500000.0,INR,Unknown,0.0,0.0,"A spacious 3 bhk villa is available for sale in Kothrud, Pune. It has a salable area of 1400 sqft and is available at a price of Rs. 16,071 per sqft. It is a semi-furnished property. It is a ready-to-move-in property. It is made in way to provide a comfortable living. The society is well connected by different modes of transportation. Please contact us for more details. ",1.0,Unknown,0.0,0,0,0,0,0,0,0,0,0,0,0,9.2,0.0,Pune,Villa,16071.43,0
